"Modified","CVE-2008-7248","CWE-20",,,,,,,,,,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:rubyonrails:rails:2.1.0:*:*:*:*:*:*:*" "cpe:2.3:a:rubyonrails:rails:2.1.1:*:*:*:*:*:*:*" "cpe:2.3:a:rubyonrails:rails:2.1.2:*:*:*:*:*:*:*" "cpe:2.3:a:rubyonrails:rails:2.2.0:*:*:*:*:*:*:*" "cpe:2.3:a:rubyonrails:rails:2.2.1:*:*:*:*:*:*:*"
"Modified","CVE-2008-7249","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",9.3,CRITICAL,"AV:N/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:a:pedro_lineu_orso:sarg:2.2.4:*:*:*:*:*:*:*"
"Modified","CVE-2008-7250","CWE-79",,,,,,,,,,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:pedro_lineu_orso:sarg:2.2.4:*:*:*:*:*:*:*"
"Modified","CVE-2009-0102","CWE-399",,,,,,,,,,,,,"nvd@nist.gov",9.3,CRITICAL,"AV:N/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:a:microsoft:office_project:2007:sp1:*:*:*:*:*:*" "cpe:2.3:a:microsoft:office_project:2007:sp2:*:*:*:*:*:*" "cpe:2.3:a:microsoft:project_portfolio_server:2007:sp1:*:*:*:*:*:*" "cpe:2.3:a:microsoft:project_portfolio_server:2007:sp2:*:*:*:*:*:*" "cpe:2.3:a:microsoft:project_server:2003:sp3:*:*:*:*:*:*" "cpe:2.3:a:microsoft:project_server:2007:sp1:*:*:*:*:*:*" "cpe:2.3:a:microsoft:project_server:2007:sp2:*:*:*:*:*:*"
"Modified","CVE-2007-2280","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",10,CRITICAL,"AV:N/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:a:hp:openview_storage_data_protector:5.50:*:*:*:*:*:*:*" "cpe:2.3:a:hp:openview_storage_data_protector:6.0:*:*:*:*:*:*:*"
"Modified","CVE-2007-2281","CWE-189",,,,,,,,,,,,,"nvd@nist.gov",10,CRITICAL,"AV:N/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:a:hp:openview_storage_data_protector:5.50:*:*:*:*:*:*:*" "cpe:2.3:a:hp:openview_storage_data_protector:6.0:*:*:*:*:*:*:*"
"Modified","CVE-2009-0895","CWE-189",,,,,,,,,,,,,"nvd@nist.gov",10,CRITICAL,"AV:N/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:a:novell:edirectory:8.7.3:*:*:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.7.3:sp10:*:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.7.3:sp10:ftf1:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.7.3:sp10_b:*:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.7.3:sp3:*:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.7.3:sp3:ftf1:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.7.3:sp4:*:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.7.3:sp4:ftf1:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.7.3:sp5:*:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.7.3:sp5:ftf1:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.7.3.8:*:*:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.7.3.9:*:*:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.7.3.10:*:*:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.8:*:*:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.8:sp1:*:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.8:sp2:*:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.8:sp3:ftf3:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.8:sp4:*:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.8.1:*:*:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.8.2:*:*:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.8.2:*:ftf1:*:*:*:*:*" "cpe:2.3:a:novell:edirectory:8.8.5:*:ftf1:*:*:*:*:*"
"Modified","CVE-2009-0898","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",10,CRITICAL,"AV:N/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:a:hp:openview_network_node_manager:7.0.1:*:hp_ux:*:*:*:*:*" "cpe:2.3:a:hp:openview_network_node_manager:7.0.1:*:linux:*:*:*:*:*" "cpe:2.3:a:hp:openview_network_node_manager:7.0.1:*:solaris:*:*:*:*:*" "cpe:2.3:a:hp:openview_network_node_manager:7.0.1:*:windows:*:*:*:*:*" "cpe:2.3:a:hp:openview_network_node_manager:7.51:-:hp-ux:*:*:*:*:*" "cpe:2.3:a:hp:openview_network_node_manager:7.51:-:linux:*:*:*:*:*" "cpe:2.3:a:hp:openview_network_node_manager:7.51:-:solaris:*:*:*:*:*" "cpe:2.3:a:hp:openview_network_node_manager:7.51:-:windows:*:*:*:*:*" "cpe:2.3:a:hp:openview_network_node_manager:7.53:-:hp-ux:*:*:*:*:*" "cpe:2.3:a:hp:openview_network_node_manager:7.53:-:linux:*:*:*:*:*" "cpe:2.3:a:hp:openview_network_node_manager:7.53:-:solaris:*:*:*:*:*" "cpe:2.3:a:hp:openview_network_node_manager:7.53:-:windows:*:*:*:*:*"
"Modified","CVE-2009-1298","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",7.8,HIGH,"AV:N/AC:L/Au:N/C:N/I:N/A:C","cpe:2.3:o:linux:linux_kernel:*:rc8:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.28:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.28:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.28:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.28:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.28:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.28:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.28:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.28:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.28.1:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.28.2:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.28.3:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.28.4:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.28.5:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.28.6:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.28.7:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.28.8:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.28.9:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.28.10:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.29:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.29:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.29:rc2_git7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.29:rc8-kk:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.29.1:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.29.2:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.29.3:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.29.4:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.29.5:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.29.6:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.30:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.30:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.30:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.30:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.30:rc4:x86_32:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.30:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.30:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.30:rc7-git6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.30.1:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.30.2:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.30.3:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.30.4:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.30.5:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.30.6:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.30.7:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.30.8:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.30.9:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.31:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.31:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.31:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.31:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.31:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.31:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.31:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.31:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.31:rc8:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.31.1:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.31.2:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.31.3:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.31.4:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.31.5:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.31.6:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.32:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.32:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.32:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.32:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.32:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.32:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:2.6.32:rc7:*:*:*:*:*:*"
"Modified","CVE-2009-1380","CWE-79",,,,,,,,,,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:redhat:jboss_enterprise_application_platform:4.2:cp01:*:*:*:*:*:*" "cpe:2.3:a:redhat:jboss_enterprise_application_platform:4.2:cp02:*:*:*:*:*:*" "cpe:2.3:a:redhat:jboss_enterprise_application_platform:4.2:cp03:*:*:*:*:*:*" "cpe:2.3:a:redhat:jboss_enterprise_application_platform:4.2.0:cp01:*:*:*:*:*:*" "cpe:2.3:a:redhat:jboss_enterprise_application_platform:4.2.0:cp02:*:*:*:*:*:*" "cpe:2.3:a:redhat:jboss_enterprise_application_platform:4.2.0:cp03:*:*:*:*:*:*" "cpe:2.3:a:redhat:jboss_enterprise_application_platform:4.2.0:cp04:*:*:*:*:*:*" "cpe:2.3:a:redhat:jboss_enterprise_application_platform:4.2.0:cp05:*:*:*:*:*:*" "cpe:2.3:a:redhat:jboss_enterprise_application_platform:4.2.0:cp06:*:*:*:*:*:*" "cpe:2.3:a:redhat:jboss_enterprise_application_platform:4.2.0:cp07:*:*:*:*:*:*" "cpe:2.3:a:redhat:jboss_enterprise_application_platform:4.3:cp01:*:*:*:*:*:*" "cpe:2.3:a:redhat:jboss_enterprise_application_platform:4.3.0:cp01:*:*:*:*:*:*" "cpe:2.3:a:redhat:jboss_enterprise_application_platform:4.3.0:cp02:*:*:*:*:*:*" "cpe:2.3:a:redhat:jboss_enterprise_application_platform:4.3.0:cp03:*:*:*:*:*:*" "cpe:2.3:a:redhat:jboss_enterprise_application_platform:4.3.0:cp04:*:*:*:*:*:*"
