"Analyzed","CVE-2021-47181","CWE-476",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2022-48611","NVD-CWE-noinfo" "CWE-693",,,,,"nvd@nist.gov" "134c704f-9b21-4f2e-91b3-4a467353bcc0",7.8 7.8,"HIGH" "HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:apple:itunes:*:*:*:*:*:windows:*:*"
"Analyzed","CVE-2023-22869","CWE-532",,,,,"psirt@us.ibm.com" "nvd@nist.gov",5.5 5.5,"MEDIUM" "MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:ibm:aspera_faspex:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2023-37396","CWE-327",,,,,"psirt@us.ibm.com" "nvd@nist.gov",2.5 5.5,"LOW" "MEDIUM","CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:L/I:N/A:N" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:ibm:aspera_faspex:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2023-37400","CWE-522",,,,,"psirt@us.ibm.com" "nvd@nist.gov",7.8 7.8,"HIGH" "HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:ibm:aspera_faspex:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2023-41677","CWE-522",,,,,"psirt@fortinet.com" "nvd@nist.gov",7.5 8.8,"HIGH" "HIGH","CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:fortinet:fortiproxy:*:*:*:*:*:*:*:*" "cpe:2.3:a:fortinet:fortiproxy:*:*:*:*:*:*:*:*" "cpe:2.3:a:fortinet:fortiproxy:*:*:*:*:*:*:*:*" "cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*" "cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*" "cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*" "cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*" "cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2023-47540","CWE-78",,,,,"psirt@fortinet.com" "nvd@nist.gov",6.7 6.7,"MEDIUM" "MEDIUM","CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:fortinet:fortisandbox:*:*:*:*:*:*:*:*" "cpe:2.3:a:fortinet:fortisandbox:*:*:*:*:*:*:*:*" "cpe:2.3:a:fortinet:fortisandbox:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2023-47541","CWE-22",,,,,"psirt@fortinet.com" "nvd@nist.gov",6.7 6.7,"MEDIUM" "MEDIUM","CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:fortinet:fortisandbox:*:*:*:*:*:*:*:*" "cpe:2.3:a:fortinet:fortisandbox:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2023-52349","CWE-787",,,,,"nvd@nist.gov",4.4,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:google:android:12.0:*:*:*:*:*:*:*" "cpe:2.3:o:google:android:13.0:*:*:*:*:*:*:*" "cpe:2.3:o:google:android:14.0:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:s8000:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:sc7731e:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:sc9832e:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:sc9863a:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:t310:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:t606:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:t610:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:t612:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:t616:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:t618:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:t760:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:t770:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:t820:-:*:*:*:*:*:*:*"
"Analyzed","CVE-2023-52350","CWE-787",,,,,"nvd@nist.gov",4.4,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:google:android:12.0:*:*:*:*:*:*:*" "cpe:2.3:o:google:android:13.0:*:*:*:*:*:*:*" "cpe:2.3:o:google:android:14.0:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:s8000:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:sc7731e:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:sc9832e:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:sc9863a:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:t310:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:t606:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:t610:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:t612:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:t616:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:t618:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:t760:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:t770:-:*:*:*:*:*:*:*" "cpe:2.3:h:unisoc:t820:-:*:*:*:*:*:*:*"
