"Modified","CVE-2006-0004","NVD-CWE-Other",,,,,,,,,,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:a:microsoft:office:2000:sp3:*:*:*:*:*:*"
"Modified","CVE-2006-0005","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",9.3,CRITICAL,"AV:N/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:o:microsoft:windows-nt:datacenter_server:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows-nt:datacenter_server:sp1:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows-nt:datacenter_server:sp2:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows-nt:datacenter_server:sp3:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows-nt:datacenter_server:sp4:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows-nt:xp:sp2:home:*:*:*:*:*" "cpe:2.3:o:microsoft:windows-nt:xp_tablet_pc:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows-nt:xp_tablet_pc:sp1:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows-nt:xp_tablet_pc:sp2:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2000:*:sp1:pro:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2000:*:sp2:pro:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2000:*:sp3:pro:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2000:*:sp4:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2000:*:sp4:pro:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2000:-:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2000_advanced_server:*:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2000_advanced_server:sp1:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2000_advanced_server:sp2:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2000_advanced_server:sp3:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2000_advanced_server:sp4:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:datacenter_edition:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:datacenter_edition_64-bit:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:enterprise_edition:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:enterprise_edition_64-bit:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:standard:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:standard_64-bit:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:web_edition:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_server_2000:none:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_server_2000:sp1:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_server_2000:sp2:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_server_2000:sp3:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_server_2003:datacenter_sp1:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_server_2003:enterprise_sp1:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_server_2003:standard_sp1:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_server_2003:web_edition_sp1:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:*:home:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:*:media_center:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:*:pro:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:*:x64:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp1:home:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp1:media_center:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp1:pro:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp2:media_center:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp2:pro:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:-:*:*:*:*:*:*:*"
"Modified","CVE-2006-0006","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",9.3,CRITICAL,"AV:N/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:a:microsoft:windows_media_player:7.1:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:windows_media_player:9:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:windows_media_player:10:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2000:*:sp1:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2000:*:sp4:*:fr:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:r2:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_98:*:gold:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_98se:*:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_me:*:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp1:tablet_pc:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp2:tablet_pc:*:*:*:*:*"
"Modified","CVE-2006-0008","CWE-264",,,,,,,,,,,,,"nvd@nist.gov",7.2,HIGH,"AV:L/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:a:microsoft:office:2003:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:office:2003:sp1:*:*:*:*:*:*" "cpe:2.3:a:microsoft:office:2003:sp2:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:datacenter_64-bit:sp1:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:enterprise:*:64-bit:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:enterprise:sp1:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:enterprise_64-bit:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:enterprise_64-bit:sp1:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:r2:*:64-bit:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:r2:*:datacenter_64-bit:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:r2:sp1:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:standard:*:64-bit:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:standard:sp1:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:standard_64-bit:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:web:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:web:sp1:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:*:64-bit:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:*:home:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:*:media_center:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:gold:professional:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp1:home:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp1:media_center:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp2:home:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp2:media_center:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp2:tablet_pc:*:*:*:*:*"
"Modified","CVE-2006-0013","NVD-CWE-Other",,,,,,,,,,,,,"nvd@nist.gov",6.5,MEDIUM,"AV:N/AC:L/Au:S/C:P/I:P/A:P","cpe:2.3:o:microsoft:windows_2003_server:datacenter_64-bit:sp1:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:enterprise:*:64-bit:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:enterprise:sp1:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:enterprise_64-bit:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:enterprise_64-bit:sp1:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:r2:*:64-bit:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:r2:*:datacenter_64-bit:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:r2:sp1:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:standard:*:64-bit:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:standard:sp1:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:standard_64-bit:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:web:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:web:sp1:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:*:64-bit:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:*:home:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:gold:professional:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp1:home:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp2:home:*:*:*:*:*"
"Modified","CVE-2006-0021","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",7.8,HIGH,"AV:N/AC:L/Au:N/C:N/I:N/A:C","cpe:2.3:o:microsoft:windows_2003_server:datacenter_64-bit:sp1:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:enterprise:*:64-bit:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:enterprise:sp1:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:enterprise_64-bit:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:r2:*:64-bit:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:r2:*:datacenter_64-bit:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:r2:sp1:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:standard:*:64-bit:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:standard:sp1:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:standard_64-bit:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:web:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_2003_server:web:sp1:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:*:64-bit:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:*:embedded:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:*:home:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:*:media_center:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:gold:professional:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp1:64-bit:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp1:embedded:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp1:home:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp1:media_center:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp2:home:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp2:media_center:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp2:tablet_pc:*:*:*:*:*"
"Modified","CVE-2006-0023","CWE-264",,,,,,,,,,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:L/AC:L/Au:S/C:P/I:P/A:P","cpe:2.3:o:microsoft:windows_xp:*:sp1:tablet_pc:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_xp:*:sp2:tablet_pc:*:*:*:*:*"
"Modified","CVE-2006-0042","NVD-CWE-noinfo",,,,,,,,,,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:a:apache:libapreq2:*:*:*:*:*:*:*:*" "cpe:2.3:o:debian:debian_linux:3.0:*:*:*:*:*:*:*" "cpe:2.3:o:debian:debian_linux:3.1:*:*:*:*:*:*:*"
"Modified","CVE-2006-0046","NVD-CWE-Other",,,,,,,,,,,,,"nvd@nist.gov",7.8,HIGH,"AV:N/AC:L/Au:N/C:N/I:N/A:C","cpe:2.3:a:cameron_simpson:adzapper:2006-01-01:*:*:*:*:*:*:*" "cpe:2.3:a:cameron_simpson:adzapper:2006-01-05:*:*:*:*:*:*:*" "cpe:2.3:a:cameron_simpson:adzapper:2006-01-07:*:*:*:*:*:*:*" "cpe:2.3:a:cameron_simpson:adzapper:2006-01-14:*:*:*:*:*:*:*" "cpe:2.3:a:cameron_simpson:adzapper:2006-01-15:*:*:*:*:*:*:*" "cpe:2.3:a:cameron_simpson:adzapper:2006-01-23:*:*:*:*:*:*:*" "cpe:2.3:a:cameron_simpson:adzapper:2006-01-24:*:*:*:*:*:*:*" "cpe:2.3:a:cameron_simpson:adzapper:2006-01-25:*:*:*:*:*:*:*" "cpe:2.3:a:cameron_simpson:adzapper:2006-01-28:*:*:*:*:*:*:*" "cpe:2.3:a:cameron_simpson:adzapper:2006-01-29:*:*:*:*:*:*:*"
"Modified","CVE-2006-0056","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:pam-mysql:pam-mysql:0.1:*:*:*:*:*:*:*" "cpe:2.3:a:pam-mysql:pam-mysql:0.2:*:*:*:*:*:*:*" "cpe:2.3:a:pam-mysql:pam-mysql:0.3:*:*:*:*:*:*:*" "cpe:2.3:a:pam-mysql:pam-mysql:0.4:*:*:*:*:*:*:*" "cpe:2.3:a:pam-mysql:pam-mysql:0.4.7:*:*:*:*:*:*:*" "cpe:2.3:a:pam-mysql:pam-mysql:0.5:*:*:*:*:*:*:*" "cpe:2.3:a:pam-mysql:pam-mysql:0.6:*:*:*:*:*:*:*" "cpe:2.3:a:pam-mysql:pam-mysql:0.7_pre1:*:*:*:*:*:*:*" "cpe:2.3:a:pam-mysql:pam-mysql:0.7_pre2:*:*:*:*:*:*:*"
"Modified","CVE-2006-0188","NVD-CWE-Other",,,,,,,,,,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:squirrelmail:squirrelmail:1.4:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4.1:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4.2:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4.3:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4.3_r3:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4.3_rc1:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4.3a:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4.4:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4.4_rc1:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4.5:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4.6_rc1:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4_rc1:*:*:*:*:*:*:*"
"Modified","CVE-2006-0195","NVD-CWE-Other",,,,,,,,,,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:squirrelmail:squirrelmail:1.4:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4.1:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4.2:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4.3:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4.3_r3:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4.3_rc1:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4.3a:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4.4:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4.4_rc1:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4.5:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4.6_rc1:*:*:*:*:*:*:*" "cpe:2.3:a:squirrelmail:squirrelmail:1.4_rc1:*:*:*:*:*:*:*"
