"Modified","CVE-2008-7254","CWE-22",,,,,,,,,,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:ermenegildo_fiorito:irmin_cms:0.5:*:*:*:*:*:*:*" "cpe:2.3:a:ermenegildo_fiorito:irmin_cms:0.6:beta2:*:*:*:*:*:*"
"Modified","CVE-2008-7255","CWE-255",,,,,,,,,,,,,"nvd@nist.gov",4.6,MEDIUM,"AV:L/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:amsn:amsn:*:*:*:*:*:*:*:*" "cpe:2.3:a:amsn:amsn:0.83:*:*:*:*:*:*:*" "cpe:2.3:a:amsn:amsn:0.90:*:*:*:*:*:*:*" "cpe:2.3:a:amsn:amsn:0.91:*:*:*:*:*:*:*" "cpe:2.3:a:amsn:amsn:0.92:*:*:*:*:*:*:*" "cpe:2.3:a:amsn:amsn:0.93:*:*:*:*:*:*:*" "cpe:2.3:a:amsn:amsn:0.94:*:*:*:*:*:*:*" "cpe:2.3:a:amsn:amsn:0.95:*:*:*:*:*:*:*" "cpe:2.3:a:amsn:amsn:0.96:*:*:*:*:*:*:*"
"Modified","CVE-2010-0009","CWE-200",,,,,,,,,,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:N/A:N","cpe:2.3:a:apache:couchdb:0.8.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:couchdb:0.8.1:*:*:*:*:*:*:*" "cpe:2.3:a:apache:couchdb:0.9.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:couchdb:0.9.1:*:*:*:*:*:*:*" "cpe:2.3:a:apache:couchdb:0.9.2:*:*:*:*:*:*:*" "cpe:2.3:a:apache:couchdb:0.10.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:couchdb:0.10.1:*:*:*:*:*:*:*"
"Modified","CVE-2000-1245","CWE-264" "NVD-CWE-noinfo",,,,,,,,,,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:novell:netware_ftp_server:*:*:*:*:*:*:*:*" "cpe:2.3:o:novell:netware:5.1:sp3:*:*:*:*:*:*"
"Modified","CVE-2000-1246","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",3.5,LOW,"AV:N/AC:M/Au:S/C:N/I:N/A:P","cpe:2.3:a:novell:netware_ftp_server:*:*:*:*:*:*:*:*" "cpe:2.3:o:novell:netware:5.1:sp3:*:*:*:*:*:*"
"Modified","CVE-2001-1587","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:o:novell:netware:*:*:*:*:*:*:*:*"
"Modified","CVE-2002-2432","NVD-CWE-noinfo",,,,,,,,,,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:a:novell:netware_ftp_server:*:*:*:*:*:*:*:*" "cpe:2.3:a:novell:netware_ftp_server:5.01i:*:*:*:*:*:*:*" "cpe:2.3:a:novell:netware_ftp_server:5.01o:*:*:*:*:*:*:*" "cpe:2.3:a:novell:netware_ftp_server:5.01w:*:*:*:*:*:*:*" "cpe:2.3:a:novell:netware_ftp_server:5.01y:*:*:*:*:*:*:*" "cpe:2.3:a:novell:netware_ftp_server:5.02b:*:*:*:*:*:*:*" "cpe:2.3:a:novell:netware_ftp_server:5.02i:*:*:*:*:*:*:*" "cpe:2.3:a:novell:netware_ftp_server:5.02r:*:*:*:*:*:*:*" "cpe:2.3:o:novell:netware:*:*:*:*:*:*:*:*"
"Modified","CVE-2002-2433","CWE-20" "NVD-CWE-noinfo",,,,,,,,,,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:N/I:N/A:P","cpe:2.3:a:novell:netware_ftp_server:*:*:*:*:*:*:*:*" "cpe:2.3:a:novell:netware_ftp_server:5.01i:*:*:*:*:*:*:*" "cpe:2.3:a:novell:netware_ftp_server:5.01o:*:*:*:*:*:*:*" "cpe:2.3:a:novell:netware_ftp_server:5.01w:*:*:*:*:*:*:*" "cpe:2.3:a:novell:netware_ftp_server:5.01y:*:*:*:*:*:*:*" "cpe:2.3:a:novell:netware_ftp_server:5.02b:*:*:*:*:*:*:*" "cpe:2.3:a:novell:netware_ftp_server:5.02i:*:*:*:*:*:*:*" "cpe:2.3:a:novell:netware_ftp_server:5.02r:*:*:*:*:*:*:*" "cpe:2.3:o:novell:netware:5.1:*:*:*:*:*:*:*" "cpe:2.3:o:novell:netware:6.0:*:*:*:*:*:*:*" "cpe:2.3:o:novell:netware:6.5:*:*:*:*:*:*:*"
"Modified","CVE-2002-2434","NVD-CWE-noinfo",,,,,,,,,,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:a:novell:netware_ftp_server:*:*:*:*:*:*:*:*" "cpe:2.3:a:novell:netware_ftp_server:5.01i:*:*:*:*:*:*:*" "cpe:2.3:a:novell:netware_ftp_server:5.01o:*:*:*:*:*:*:*" "cpe:2.3:a:novell:netware_ftp_server:5.01w:*:*:*:*:*:*:*" "cpe:2.3:a:novell:netware_ftp_server:5.01y:*:*:*:*:*:*:*" "cpe:2.3:o:novell:netware:5.1:*:*:*:*:*:*:*" "cpe:2.3:o:novell:netware:6.0:*:*:*:*:*:*:*" "cpe:2.3:o:novell:netware:6.5:*:*:*:*:*:*:*"
"Modified","CVE-2003-1591","NVD-CWE-noinfo",,,,,,,,,,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:N/A:P","cpe:2.3:o:novell:netware:6.0:*:*:*:*:*:*:*" "cpe:2.3:o:novell:netware:6.0:sp1:*:*:*:*:*:*" "cpe:2.3:o:novell:netware:6.0:sp2:*:*:*:*:*:*" "cpe:2.3:o:novell:netware:6.0:sp3:*:*:*:*:*:*" "cpe:2.3:o:novell:netware:6.5:*:*:*:*:*:*:*"
