"Modified","CVE-2013-4253","CWE-377" "CWE-668",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N",,,,,,,,,"cpe:2.3:a:redhat:openshift:1.0:*:*:*:-:*:*:*"
"Modified","CVE-2013-4281","CWE-276",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:redhat:openshift:1.0:*:*:*:-:*:*:*"
"Modified","CVE-2016-20016","NVD-CWE-noinfo",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:mvpower:tv-7104he_firmware:1.8.4_115215b9:*:*:*:*:*:*:*" "cpe:2.3:h:mvpower:tv-7104he:-:*:*:*:*:*:*:*" "cpe:2.3:o:mvpower:tv7108he_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:mvpower:tv7108he:-:*:*:*:*:*:*:*"
"Modified","CVE-2016-20017","CWE-77",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:dlink:dsl-2750b_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:dlink:dsl-2750b:-:*:*:*:*:*:*:*"
"Modified","CVE-2017-20149","CWE-787",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:mikrotik:routeros:*:*:*:*:ltr:*:*:*" "cpe:2.3:o:mikrotik:routeros:*:*:*:*:*:*:*:*"
"Modified","CVE-2017-7517","CWE-20",,,,,"nvd@nist.gov",3.5,"LOW","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:N/A:N",,,,,,,,,"cpe:2.3:a:redhat:openshift:3.0:*:*:*:enterprise:*:*:*"
"Modified","CVE-2018-18446","CWE-502",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:dotpdn:paint.net:*:*:*:*:*:*:*:*"
"Modified","CVE-2018-18447","CWE-502",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:dotpdn:paint.net:*:*:*:*:*:*:*:*"
"Modified","CVE-2019-14840","CWE-522",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:redhat:decision_manager:7.0:*:*:*:*:*:*:*"
"Modified","CVE-2019-14841","CWE-281" "CWE-281",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:redhat:decision_manager:7.0:*:*:*:*:*:*:*" "cpe:2.3:a:redhat:process_automation:7.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-12744","CWE-281",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:verint:desktop_and_process_analytics:15.2:*:*:*:*:*:*:*"
