"Analyzed","CVE-2023-21113","NVD-CWE-noinfo",,,,,"nvd@nist.gov" "134c704f-9b21-4f2e-91b3-4a467353bcc0",7.8 7.8,"HIGH" "HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:google:android:12.0:*:*:*:*:*:*:*" "cpe:2.3:o:google:android:12.1:*:*:*:*:*:*:*" "cpe:2.3:o:google:android:13.0:*:*:*:*:*:*:*"
"Analyzed","CVE-2023-21114","NVD-CWE-noinfo" "CWE-269",,,,,"nvd@nist.gov" "134c704f-9b21-4f2e-91b3-4a467353bcc0",7.8 7.8,"HIGH" "HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:google:android:13.0:*:*:*:*:*:*:*"
"Analyzed","CVE-2023-40396","NVD-CWE-noinfo",,,,,"nvd@nist.gov" "134c704f-9b21-4f2e-91b3-4a467353bcc0",7.8 6.6,"HIGH" "MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:L",,,,,,,,,"cpe:2.3:o:apple:ipados:*:*:*:*:*:*:*:*" "cpe:2.3:o:apple:iphone_os:*:*:*:*:*:*:*:*" "cpe:2.3:o:apple:macos:*:*:*:*:*:*:*:*" "cpe:2.3:o:apple:tvos:*:*:*:*:*:*:*:*" "cpe:2.3:o:apple:watchos:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2023-42918","NVD-CWE-noinfo" "CWE-693",,,,,"nvd@nist.gov" "134c704f-9b21-4f2e-91b3-4a467353bcc0",6.3 8.6,"MEDIUM" "HIGH","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:N/I:H/A:N" "CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:apple:macos:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2023-42958","NVD-CWE-noinfo",,,,,"nvd@nist.gov" "134c704f-9b21-4f2e-91b3-4a467353bcc0",7.8 7.8,"HIGH" "HIGH","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:apple:macos:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2023-42959","CWE-362" "CWE-362",,,,,"nvd@nist.gov" "134c704f-9b21-4f2e-91b3-4a467353bcc0",7 7,"HIGH" "HIGH","CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:apple:macos:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2023-4860","NVD-CWE-noinfo" "CWE-303",,,,,"nvd@nist.gov" "134c704f-9b21-4f2e-91b3-4a467353bcc0",9.6 9.6,"CRITICAL" "CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H" "CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2023-7010","CWE-416" "CWE-416",,,,,"nvd@nist.gov" "134c704f-9b21-4f2e-91b3-4a467353bcc0",8.8 8.8,"HIGH" "HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2023-7011","NVD-CWE-Other" "CWE-451",,,,,"nvd@nist.gov" "134c704f-9b21-4f2e-91b3-4a467353bcc0",6.5 6.5,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N",,,,,,,,,"cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2023-7012","NVD-CWE-noinfo" "CWE-20" "CWE-138",,,,,"nvd@nist.gov" "134c704f-9b21-4f2e-91b3-4a467353bcc0",9.6 7.5,"CRITICAL" "HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H" "CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-21128","NVD-CWE-noinfo",,,,,"secalert_us@oracle.com",5.4,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:oracle:application_object_library:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-21131","NVD-CWE-noinfo",,,,,"secalert_us@oracle.com",3.7,"LOW","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N",,,,,,,,,"cpe:2.3:a:oracle:graalvm:20.3.14:*:*:*:enterprise:*:*:*" "cpe:2.3:a:oracle:graalvm:21.3.10:*:*:*:enterprise:*:*:*" "cpe:2.3:a:oracle:graalvm_for_jdk:17.0.11:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:graalvm_for_jdk:21.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:graalvm_for_jdk:22.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jdk:1.8.0:update411:*:*:*:*:*:*" "cpe:2.3:a:oracle:jdk:1.8.0:update411:*:*:enterprise_performance_pack:*:*:*" "cpe:2.3:a:oracle:jdk:11.0.23:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jdk:17.0.11:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jdk:21.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jdk:22.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jre:1.8.0:update411:*:*:*:*:*:*" "cpe:2.3:a:oracle:jre:1.8.0:update411:*:*:enterprise_performance_pack:*:*:*" "cpe:2.3:a:oracle:jre:11.0.23:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jre:17.0.11:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jre:21.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jre:22.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:netapp:active_iq_unified_manager:-:*:*:*:*:vmware_vsphere:*:*" "cpe:2.3:a:netapp:bluexp:-:*:*:*:*:*:*:*" "cpe:2.3:a:netapp:data_infrastructure_insights_storage_workload_security_agent:-:*:*:*:*:*:*:*" "cpe:2.3:a:netapp:oncommand_insight:-:*:*:*:*:*:*:*" "cpe:2.3:a:netapp:oncommand_workflow_automation:-:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-21138","NVD-CWE-noinfo",,,,,"secalert_us@oracle.com",3.7,"LOW","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L",,,,,,,,,"cpe:2.3:a:netapp:active_iq_unified_manager:-:*:*:*:*:vmware_vsphere:*:*" "cpe:2.3:a:netapp:bluexp:-:*:*:*:*:*:*:*" "cpe:2.3:a:netapp:data_infrastructure_insights_storage_workload_security_agent:-:*:*:*:*:*:*:*" "cpe:2.3:a:netapp:oncommand_insight:-:*:*:*:*:*:*:*" "cpe:2.3:a:netapp:oncommand_workflow_automation:-:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:graalvm:20.3.14:*:*:*:enterprise:*:*:*" "cpe:2.3:a:oracle:graalvm:21.3.10:*:*:*:enterprise:*:*:*" "cpe:2.3:a:oracle:graalvm_for_jdk:17.0.11:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:graalvm_for_jdk:21.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:graalvm_for_jdk:22.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jdk:1.8.0:update411:*:*:*:*:*:*" "cpe:2.3:a:oracle:jdk:1.8.0:update411:*:*:enterprise_performance_pack:*:*:*" "cpe:2.3:a:oracle:jdk:11.0.23:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jdk:17.0.11:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jdk:21.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jdk:22.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jre:1.8.0:update411:*:*:*:*:*:*" "cpe:2.3:a:oracle:jre:1.8.0:update411:*:*:enterprise_performance_pack:*:*:*" "cpe:2.3:a:oracle:jre:11.0.23:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jre:17.0.11:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jre:21.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jre:22.0.1:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-21139","NVD-CWE-noinfo",,,,,"secalert_us@oracle.com",5.4,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:oracle:business_intelligence:7.0.0.0.0:*:*:*:enterprise:*:*:*" "cpe:2.3:a:oracle:business_intelligence:7.6.0.0.0:*:*:*:enterprise:*:*:*" "cpe:2.3:a:oracle:business_intelligence:12.2.1.4.0:*:*:*:enterprise:*:*:*"
"Analyzed","CVE-2024-21143","NVD-CWE-noinfo",,,,,"secalert_us@oracle.com",5.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N",,,,,,,,,"cpe:2.3:a:oracle:istore:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-21144","NVD-CWE-noinfo",,,,,"secalert_us@oracle.com" "nvd@nist.gov",3.7 3.7,"LOW" "LOW","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L" "CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L",,,,,,,,,"cpe:2.3:a:oracle:jdk:1.8.0:update411:*:*:-:*:*:*" "cpe:2.3:a:oracle:jdk:1.8.0:update411:*:*:enterprise_performance_pack:*:*:*" "cpe:2.3:a:oracle:jdk:11.0.23:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jre:1.8.0:update411:*:*:-:*:*:*" "cpe:2.3:a:oracle:jre:1.8.0:update411:*:*:enterprise_performance_pack:*:*:*" "cpe:2.3:a:oracle:jre:11.0.23:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:graalvm:20.3.14:*:*:*:enterprise:*:*:*" "cpe:2.3:a:oracle:graalvm:21.3.10:*:*:*:enterprise:*:*:*" "cpe:2.3:a:netapp:oncommand_workflow_automation:-:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-21145","NVD-CWE-noinfo",,,,,"secalert_us@oracle.com" "nvd@nist.gov",4.8 4.8,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N" "CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:oracle:graalvm:20.3.14:*:*:*:enterprise:*:*:*" "cpe:2.3:a:oracle:graalvm:21.3.10:*:*:*:enterprise:*:*:*" "cpe:2.3:a:oracle:graalvm:22.0.1:*:*:*:enterprise:*:*:*" "cpe:2.3:a:oracle:graalvm_for_jdk:17.0.11:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:graalvm_for_jdk:21.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:graalvm_for_jdk:22.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jdk:1.8.0:update411:*:*:-:*:*:*" "cpe:2.3:a:oracle:jdk:1.8.0:update411:*:*:enterprise_performance_pack:*:*:*" "cpe:2.3:a:oracle:jdk:11.0.23:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jdk:17.0.11:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jdk:21.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jdk:22.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jre:1.8.0:update411:*:*:-:*:*:*" "cpe:2.3:a:oracle:jre:1.8.0:update411:*:*:enterprise_performance_pack:*:*:*" "cpe:2.3:a:oracle:jre:11.0.23:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jre:17.0.11:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jre:21.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:oracle:jre:22.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:netapp:bluexp:-:*:*:*:*:*:*:*" "cpe:2.3:a:netapp:cloud_insights_storage_workload_security_agent:-:*:*:*:*:*:*:*" "cpe:2.3:a:netapp:oncommand_insight:-:*:*:*:*:*:*:*" "cpe:2.3:a:netapp:oncommand_workflow_automation:-:*:*:*:*:*:*:*"
"Analyzed","CVE-2024-21149","NVD-CWE-noinfo",,,,,"secalert_us@oracle.com",8.1,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N",,,,,,,,,"cpe:2.3:a:oracle:enterprise_asset_management:*:*:*:*:*:*:*:*"
