"Modified","CVE-2008-7287","CWE-399",,,,,,,,,,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:N/I:N/A:P","cpe:2.3:a:ibm:tivoli_directory_server:5.2.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:5.2.0.4:*:*:*:*:*:*:*"
"Modified","CVE-2008-7288","CWE-399",,,,,,,,,,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:a:ibm:tivoli_directory_server:5.2.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:5.2.0.4:*:*:*:*:*:*:*" "cpe:2.3:o:ibm:aix:*:*:*:*:*:*:*:*"
"Modified","CVE-2008-7289","CWE-20",,,,,,,,,,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:N/I:N/A:P","cpe:2.3:a:ibm:tivoli_directory_server:5.2.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:5.2.0.4:*:*:*:*:*:*:*"
"Modified","CVE-2008-7290","CWE-399",,,,,,,,,,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:N/I:N/A:P","cpe:2.3:a:ibm:tivoli_directory_server:5.2.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:5.2.0.4:*:*:*:*:*:*:*"
"Modified","CVE-2007-6742","CWE-399",,,,,,,,,,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:L/Au:S/C:N/I:N/A:C","cpe:2.3:a:ibm:tivoli_directory_server:5.2.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:5.2.0.4:*:*:*:*:*:*:*"
"Modified","CVE-2007-6743","CWE-399",,,,,,,,,,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:N/I:N/A:P","cpe:2.3:a:ibm:tivoli_directory_server:5.2.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:5.2.0.4:*:*:*:*:*:*:*"
"Modified","CVE-2009-0788","CWE-200",,,,,,,,,,,,,"nvd@nist.gov",6.4,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:P/A:N","cpe:2.3:a:redhat:network_satellite_server:5.3:*:*:*:*:*:*:*" "cpe:2.3:a:redhat:network_satellite_server:5.4:*:*:*:*:*:*:*"
"Modified","CVE-2009-5065","CWE-79",,,,,,,,,,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:mark_pilgrim:feedparser:*:*:*:*:*:*:*:*" "cpe:2.3:a:mark_pilgrim:feedparser:3.0:*:*:*:*:*:*:*" "cpe:2.3:a:mark_pilgrim:feedparser:3.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:mark_pilgrim:feedparser:3.1:*:*:*:*:*:*:*" "cpe:2.3:a:mark_pilgrim:feedparser:3.2:*:*:*:*:*:*:*" "cpe:2.3:a:mark_pilgrim:feedparser:3.3:*:*:*:*:*:*:*" "cpe:2.3:a:mark_pilgrim:feedparser:4.0:*:*:*:*:*:*:*" "cpe:2.3:a:mark_pilgrim:feedparser:4.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:mark_pilgrim:feedparser:4.0.2:*:*:*:*:*:*:*"
"Modified","CVE-2009-5071","NVD-CWE-noinfo",,,,,,,,,,,,,"nvd@nist.gov",10,CRITICAL,"AV:N/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:o:hp:palm_pre_webos:*:*:*:*:*:*:*:*" "cpe:2.3:o:hp:palm_pre_webos:1.0.2:*:*:*:*:*:*:*" "cpe:2.3:o:hp:palm_pre_webos:1.0.3:*:*:*:*:*:*:*" "cpe:2.3:o:hp:palm_pre_webos:1.0.4:*:*:*:*:*:*:*" "cpe:2.3:o:hp:palm_pre_webos:1.1.0:*:*:*:*:*:*:*"
"Modified","CVE-2009-5072","CWE-399",,,,,,,,,,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:N/I:N/A:P","cpe:2.3:a:ibm:tivoli_directory_server:6.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:6.0.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:6.0.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:6.0.0.7:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:6.0.0.8:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:6.0.0.14:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:6.0.0.19:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:6.0.0.33:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:6.0.0.41:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:6.0.0.45:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:6.0.0.52:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:6.0.0.53:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:6.0.0.54:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:6.0.0.55:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:6.0.0.56:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:6.0.0.57:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:6.0.0.58:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:6.0.0.59:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:tivoli_directory_server:6.0.0.60:*:*:*:*:*:*:*"
