"Analyzed","CVE-2020-36788","CWE-416",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.15:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.15:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.15:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.15:rc4:*:*:*:*:*:*"
"Analyzed","CVE-2021-47233","CWE-476",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc5:*:*:*:*:*:*"
"Analyzed","CVE-2021-47235","CWE-416",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc6:*:*:*:*:*:*"
"Analyzed","CVE-2021-47237","CWE-401",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc6:*:*:*:*:*:*"
"Analyzed","CVE-2021-47239","CWE-416",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*"
"Analyzed","CVE-2021-47240","CWE-125",,,,,"nvd@nist.gov",7.1,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc6:*:*:*:*:*:*"
"Analyzed","CVE-2021-47243","CWE-125",,,,,"nvd@nist.gov",7.1,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc6:*:*:*:*:*:*"
"Analyzed","CVE-2021-47245","CWE-125",,,,,"nvd@nist.gov",7.1,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc6:*:*:*:*:*:*"
"Analyzed","CVE-2021-47247","CWE-416",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc6:*:*:*:*:*:*"
"Analyzed","CVE-2021-47249","CWE-401",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.13:rc6:*:*:*:*:*:*"
