"Modified","CVE-2013-0522","CWE-200",,,,,,,,,"nvd@nist.gov",7,"HIGH","CVSS:3.0/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",1.9,LOW,"AV:L/AC:M/Au:N/C:P/I:N/A:N","cpe:2.3:a:ibm:lotus_notes:8.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:lotus_notes:8.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:lotus_notes:8.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:lotus_notes:8.5:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:lotus_notes:8.5.1:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:lotus_notes:8.5.2:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:lotus_notes:8.5.3:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:lotus_notes:9.0:*:*:*:*:*:*:*"
"Modified","CVE-2013-0570","CWE-200",,,,,,,,,"nvd@nist.gov",5.3,"MEDIUM","CVSS:3.0/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N","nvd@nist.gov",2.9,LOW,"AV:A/AC:M/Au:N/C:P/I:N/A:N","cpe:2.3:o:ibm:network_operating_system:-:*:*:*:*:*:*:*" "cpe:2.3:h:ibm:flex_system_fabric_cn4093:-:*:*:*:*:*:*:*" "cpe:2.3:h:ibm:flex_system_fabric_en4093:-:*:*:*:*:*:*:*" "cpe:2.3:h:ibm:flex_system_si4093_:-:*:*:*:*:*:*:*" "cpe:2.3:h:ibm:rackswitch_g8124:-:*:*:*:*:*:*:*" "cpe:2.3:h:ibm:rackswitch_g8124-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:ibm:rackswitch_g8124-er:-:*:*:*:*:*:*:*" "cpe:2.3:h:ibm:rackswitch_g8264:-:*:*:*:*:*:*:*" "cpe:2.3:h:ibm:rackswitch_g8264-t:-:*:*:*:*:*:*:*" "cpe:2.3:h:ibm:rackswitch_g8264cs:-:*:*:*:*:*:*:*" "cpe:2.3:h:ibm:rackswitch_g8316:-:*:*:*:*:*:*:*" "cpe:2.3:h:ibm:virtual_fabric:-:*:*:*:*:*:*:*"
"Modified","CVE-2013-0589","CWE-200",,,,,,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N","nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:a:ibm:inotes:8.0.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:8.0.1.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:8.0.2.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:8.5.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:8.5.1.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:8.5.2.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:8.5.3.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:9.0.0.0:*:*:*:*:*:*:*"
"Modified","CVE-2013-0592","CWE-79",,,,,,,,,"nvd@nist.gov",5.4,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N","nvd@nist.gov",3.5,LOW,"AV:N/AC:M/Au:S/C:P/I:N/A:N","cpe:2.3:a:ibm:inotes:8.0.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:8.0.1.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:8.0.2.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:8.5.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:8.5.1.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:8.5.2.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:8.5.3.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:9.0.0.0:*:*:*:*:*:*:*"
"Modified","CVE-2013-0594","CWE-601",,,,,,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","nvd@nist.gov",5.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:N","cpe:2.3:a:ibm:inotes:8.0.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:8.0.1.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:8.0.2.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:8.5.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:8.5.1.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:8.5.2.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:8.5.3.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:inotes:9.0.0.0:*:*:*:*:*:*:*"
"Modified","CVE-2013-2951","CWE-255",,,,,,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",2.1,LOW,"AV:L/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:a:ibm:websphere_portal:7.0.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:websphere_portal:7.0.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:websphere_portal:7.0.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:websphere_portal:8.0.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:websphere_portal:8.0.0.1:*:*:*:*:*:*:*"
"Modified","CVE-2013-2972","CWE-284",,,,,,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N","nvd@nist.gov",7.8,HIGH,"AV:N/AC:L/Au:N/C:C/I:N/A:N","cpe:2.3:a:ibm:websphere_cast_iron_cloud_integration:6.0.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:websphere_cast_iron_cloud_integration:6.1.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:websphere_cast_iron_cloud_integration:6.3.0.0:*:*:*:*:*:*:*"
"Modified","CVE-2013-2999","CWE-79",,,,,,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:ibm:infosphere_data_replication_dashboard:9.7:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:infosphere_data_replication_dashboard:10.1:*:*:*:*:*:*:*"
"Modified","CVE-2013-3000","CWE-89",,,,,,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:ibm:infosphere_data_replication_dashboard:9.7:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:infosphere_data_replication_dashboard:10.1:*:*:*:*:*:*:*"
"Modified","CVE-2013-3001","CWE-22",,,,,,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N","nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:a:ibm:infosphere_data_replication_dashboard:9.7:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:infosphere_data_replication_dashboard:10.1:*:*:*:*:*:*:*"
