"Analyzed","CVE-2023-47246","CWE-22" "CWE-22",,,,,"nvd@nist.gov" "134c704f-9b21-4f2e-91b3-4a467353bcc0",9.8 9.8,"CRITICAL" "CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:sysaid:sysaid:*:*:*:*:on-premises:*:*:*"
"Analyzed","CVE-2023-49103","NVD-CWE-noinfo" "CWE-200",,,,,"cve@mitre.org" "nvd@nist.gov",10 7.5,"CRITICAL" "HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:owncloud:graph_api:0.2.0:*:*:*:*:*:*:*" "cpe:2.3:a:owncloud:graph_api:0.3.0:*:*:*:*:*:*:*"
"Analyzed","CVE-2023-5528","CWE-20" "NVD-CWE-noinfo",,,,,"jordan@liggitt.net" "nvd@nist.gov",7.2 8.8,"HIGH" "HIGH","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*" "cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*" "cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*" "cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows:-:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:37:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:38:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:39:*:*:*:*:*:*:*"
"Analyzed","CVE-2023-6345","CWE-190",,,,,"nvd@nist.gov",9.6,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*" "cpe:2.3:o:debian:debian_linux:11.0:*:*:*:*:*:*:*" "cpe:2.3:o:debian:debian_linux:12.0:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:37:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:38:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:39:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:edge_chromium:*:*:*:*:*:*:*:*"
"Modified","CVE-2017-20187","CWE-74",,,,,"cna@vuldb.com" "nvd@nist.gov",3.5 9.8,"LOW" "CRITICAL","CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"cna@vuldb.com",2.7,LOW,"AV:A/AC:L/Au:S/C:N/I:P/A:N","cpe:2.3:a:floriangaerber:magnesium-php:*:*:*:*:*:*:*:*"
"Modified","CVE-2017-7252","CWE-319",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:botan_project:botan:*:*:*:*:*:*:*:*"
"Modified","CVE-2018-25092","CWE-284" "NVD-CWE-Other",,,,,"cna@vuldb.com" "nvd@nist.gov",5.5 9.8,"MEDIUM" "CRITICAL","CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"cna@vuldb.com",5.2,MEDIUM,"AV:A/AC:L/Au:S/C:P/I:P/A:P","cpe:2.3:a:vaerys-dawn:discordsailv2:*:*:*:*:*:*:*:*"
"Modified","CVE-2018-25093","CWE-284" "NVD-CWE-Other",,,,,"cna@vuldb.com" "nvd@nist.gov",5.5 9.8,"MEDIUM" "CRITICAL","CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"cna@vuldb.com",5.2,MEDIUM,"AV:A/AC:L/Au:S/C:P/I:P/A:P","cpe:2.3:a:vaerys-dawn:discordsailv2:*:*:*:*:*:*:*:*"
"Modified","CVE-2018-8863","CWE-200" "NVD-CWE-noinfo" "CWE-200",,,,,"ics-cert@hq.dhs.gov" "nvd@nist.gov",5.9 7.5,"MEDIUM" "HIGH","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:philips:encoreanywhere:*:*:*:*:*:*:*:*"
"Modified","CVE-2019-25155","CWE-601",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:cure53:dompurify:*:*:*:*:*:*:*:*"
"Modified","CVE-2019-25156","CWE-79",,,,,"cna@vuldb.com" "nvd@nist.gov",3.5 6.1,"LOW" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"cna@vuldb.com",4,LOW,"AV:N/AC:L/Au:S/C:N/I:P/A:N","cpe:2.3:a:dstar2018:agency:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-11447","NVD-CWE-noinfo" "CWE-200",,,,,"nvd@nist.gov",4.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N",,,,,,,,,"cpe:2.3:o:bell:home_hub_3000_firmware:sg48222070:*:*:*:*:*:*:*" "cpe:2.3:h:bell:home_hub_3000:-:*:*:*:*:*:*:*"
"Modified","CVE-2020-11448","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:o:bell:home_hub_3000_firmware:sg48222070:*:*:*:*:*:*:*" "cpe:2.3:h:bell:home_hub_3000:-:*:*:*:*:*:*:*"
"Modified","CVE-2020-28407","CWE-59",,,,,"nvd@nist.gov",7.1,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H",,,,,,,,,"cpe:2.3:a:swtpm_project:swtpm:*:*:*:*:*:*:*:*" "cpe:2.3:a:swtpm_project:swtpm:0.5.0:*:*:*:*:*:*:*"
"Modified","CVE-2021-22142","CWE-1104" "NVD-CWE-Other",,,,,"bressers@elastic.co" "nvd@nist.gov",6.6 8.8,"MEDIUM" "HIGH","CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:elastic:kibana:*:*:*:*:*:*:*:*"
"Modified","CVE-2021-22143","CWE-200" "CWE-532",,,,,"bressers@elastic.co" "nvd@nist.gov",2.1 4.3,"LOW" "MEDIUM","CVSS:3.1/AV:A/AC:L/PR:H/UI:R/S:U/C:L/I:N/A:N" "CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N",,,,,,,,,"cpe:2.3:a:elastic:apm_.net_agent:*:*:*:*:*:*:*:*"
"Modified","CVE-2021-22150","CWE-94" "CWE-94",,,,,"bressers@elastic.co" "nvd@nist.gov",6.6 7.2,"MEDIUM" "HIGH","CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:elastic:kibana:*:*:*:*:*:*:*:*"
"Modified","CVE-2021-22151","CWE-22" "CWE-22",,,,,"bressers@elastic.co" "nvd@nist.gov",3.1 4.3,"LOW" "MEDIUM","CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:N/A:N" "CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N",,,,,,,,,"cpe:2.3:a:elastic:kibana:*:*:*:*:*:*:*:*"
"Modified","CVE-2021-22636","CWE-190" "CWE-190",,,,,"ics-cert@hq.dhs.gov" "nvd@nist.gov",7.4 7.8,"HIGH" "HIGH","CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:ti:real-time_operating_system:-:*:*:*:*:*:*:*" "cpe:2.3:h:ti:cc3200:-:*:*:*:*:*:*:*" "cpe:2.3:h:ti:cc3220r:-:*:*:*:*:*:*:*" "cpe:2.3:h:ti:cc3220s:-:*:*:*:*:*:*:*" "cpe:2.3:h:ti:cc3220sf:-:*:*:*:*:*:*:*" "cpe:2.3:h:ti:cc3230s:-:*:*:*:*:*:*:*" "cpe:2.3:h:ti:cc3230sf:-:*:*:*:*:*:*:*" "cpe:2.3:h:ti:cc3235s:-:*:*:*:*:*:*:*" "cpe:2.3:h:ti:cc3235sf:-:*:*:*:*:*:*:*" "cpe:2.3:a:ti:simplelink_cc13xx_software_development_kit:*:*:*:*:*:*:*:*" "cpe:2.3:a:ti:simplelink_cc26xx_software_development_kit:*:*:*:*:*:*:*:*" "cpe:2.3:a:ti:simplelink_cc32xx_software_development_kit:*:*:*:*:*:*:*:*" "cpe:2.3:a:ti:simplelink_msp432e401y:-:*:*:*:*:*:*:*" "cpe:2.3:a:ti:simplelink_msp432e411y:-:*:*:*:*:*:*:*"
