"Modified","CVE-2008-5249","CWE-79",,,,,,,,,,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:mediawiki:mediawiki:1.13.0:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.13.1:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.13.2:*:*:*:*:*:*:*"
"Modified","CVE-2008-5250","CWE-79",,,,,,,,,,,,,"nvd@nist.gov",3.5,LOW,"AV:N/AC:M/Au:S/C:N/I:P/A:N","cpe:2.3:a:mediawiki:mediawiki:1.6.11:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.12.0:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.12.1:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.13.0:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.13.1:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.13.2:*:*:*:*:*:*:*"
"Modified","CVE-2008-5252","CWE-352",,,,,,,,,,,,,"nvd@nist.gov",5.8,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:P","cpe:2.3:a:mediawiki:mediawiki:1.3.0:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.3.1:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.3.2:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.3.3:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.3.4:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.3.5:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.3.6:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.3.7:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.3.8:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.3.9:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.3.10:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.3.11:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.3.13:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.3.14:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.3.15:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.4.0:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.4.1:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.4.2:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.4.3:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.4.4:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.5:alpha1:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.5:alpha2:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.5:beta1:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.5:beta2:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.5:beta4:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.5:rc2:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.5:rc3:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.5:rc4:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.5.0:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.5.1:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.5.2:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.5.3:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.5.4:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.5.5:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.5.6:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.5.7:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.5.8:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.6.0:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.6.1:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.6.2:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.6.3:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.6.4:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.6.5:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.6.6:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.6.7:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.6.8:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.6.9:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.6.10:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.6.11:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.12.0:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.12.1:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.13.0:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.13.1:*:*:*:*:*:*:*" "cpe:2.3:a:mediawiki:mediawiki:1.13.2:*:*:*:*:*:*:*"
"Modified","CVE-2008-5276","CWE-189",,,,,,,,,,,,,"nvd@nist.gov",9.3,CRITICAL,"AV:N/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:a:videolan:vlc_media_player:0.9.0:*:*:*:*:*:*:*" "cpe:2.3:a:videolan:vlc_media_player:0.9.1:*:*:*:*:*:*:*" "cpe:2.3:a:videolan:vlc_media_player:0.9.2:*:*:*:*:*:*:*" "cpe:2.3:a:videolan:vlc_media_player:0.9.3:*:*:*:*:*:*:*" "cpe:2.3:a:videolan:vlc_media_player:0.9.4:*:*:*:*:*:*:*" "cpe:2.3:a:videolan:vlc_media_player:0.9.5:*:*:*:*:*:*:*" "cpe:2.3:a:videolan:vlc_media_player:0.9.6:*:*:*:*:*:*:*" "cpe:2.3:a:videolan:vlc_media_player:0.9.7:*:*:*:*:*:*:*" "cpe:2.3:a:videolan:vlc_media_player:0.9.8:*:*:*:*:*:*:*"
"Modified","CVE-2008-5277","CWE-16" "NVD-CWE-noinfo",,,,,,,,,,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:N/A:P","cpe:2.3:a:powerdns:powerdns:*:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:1.99.1:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:1.99.2:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:1.99.3:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:1.99.4:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:1.99.5:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:1.99.6:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:1.99.7:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:1.99.8:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:1.99.9:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:1.99.10:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:1.99.11:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:1.99.12:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.0:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.0:rc1:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.0:rc2:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.1:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.2:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.3:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.4:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.5:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.5.1:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.6:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.8:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.9.0:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.9.1:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.9.2:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.9.3a:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.9.4:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.9.5:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.9.6:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.9.7:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.9.8:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.9.10:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.9.11:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.9.12:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.9.13:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.9.14:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.9.15:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.9.16:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:powerdns:2.9.17:*:*:*:*:*:*:*"
"Modified","CVE-2008-5285","CWE-399",,,,,,,,,,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:a:wireshark:wireshark:*:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.6:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.7.9:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.8.16:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.8.19:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.9.5:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.9.7:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.9.8:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.9.10:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.9.14:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.10:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.10.1:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.10.2:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.10.3:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.10.4:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.10.5:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.10.6:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.10.7:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.10.8:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.10.9:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.10.10:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.10.11:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.10.12:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.10.13:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.10.14:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.99:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.99.0:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.99.1:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.99.2:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.99.3:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.99.4:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.99.5:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.99.6:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.99.6a:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.99.7:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:0.99.8:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:1.0:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:1.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:1.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:1.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:wireshark:wireshark:1.0.3:*:*:*:*:*:*:*"
"Modified","CVE-2008-5286","CWE-189",,,,,,,,,,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:apple:cups:1.1.17:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.18:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.19:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.19:rc1:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.19:rc2:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.19:rc3:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.19:rc4:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.19:rc5:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.20:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.20:rc1:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.20:rc2:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.20:rc3:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.20:rc4:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.20:rc5:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.20:rc6:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.21:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.21:rc1:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.21:rc2:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.22:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.22:rc1:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.22:rc2:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.23:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.1.23:rc1:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.2:b1:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.2:b2:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.2:rc1:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.2:rc2:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.2:rc3:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.2.0:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.2.1:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.2.2:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.2.3:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.2.4:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.2.5:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.2.6:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.2.7:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.2.8:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.2.9:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.2.10:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.2.11:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.2.12:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.3:b1:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.3:rc1:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.3:rc2:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.3.0:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.3.1:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.3.2:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.3.3:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.3.4:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.3.5:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.3.6:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.3.7:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.3.8:*:*:*:*:*:*:*" "cpe:2.3:a:apple:cups:1.3.9:*:*:*:*:*:*:*"
"Modified","CVE-2008-5287","CWE-89",,,,,,,,,,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:scripts4you:faq_manager:1.2:*:*:*:*:*:*:*"
"Modified","CVE-2008-5288","CWE-94",,,,,,,,,,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:scripts4you:faq_manager:1.2:*:*:*:*:*:*:*"
"Modified","CVE-2008-5289","CWE-89",,,,,,,,,,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:scripts4you:clean_cms:1.5:*:*:*:*:*:*:*"
