"Modified","CVE-2006-1319","NVD-CWE-Other",,,,,,,,,,,,,"nvd@nist.gov",6.2,MEDIUM,"AV:L/AC:H/Au:N/C:C/I:C/A:C","cpe:2.3:a:runit:runit:1.3.3.1:*:*:*:*:*:*:*"
"Modified","CVE-2006-1320","NVD-CWE-Other",,,,,,,,,,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:rssh:rssh:2.3.0:*:*:*:*:*:*:*"
"Modified","CVE-2006-1321","NVD-CWE-Other",,,,,,,,,,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:webcheck:webcheck:*:*:*:*:*:*:*:*" "cpe:2.3:a:webcheck:webcheck:1.9.0:*:*:*:*:*:*:*" "cpe:2.3:a:webcheck:webcheck:1.9.1:*:*:*:*:*:*:*" "cpe:2.3:a:webcheck:webcheck:1.9.2:*:*:*:*:*:*:*" "cpe:2.3:a:webcheck:webcheck:1.9.3:*:*:*:*:*:*:*" "cpe:2.3:a:webcheck:webcheck:1.9.4:*:*:*:*:*:*:*"
"Modified","CVE-2006-1322","NVD-CWE-Other",,,,,,,,,,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:a:novell:netware_ftp_server:*:*:*:*:*:*:*:*" "cpe:2.3:a:novell:netware_ftp_server:5.07:*:*:*:*:*:*:*" "cpe:2.3:o:novell:netware:6.5:sp4:*:*:*:*:*:*"
"Modified","CVE-2006-1323","NVD-CWE-Other",,,,,,,,,,,,,"nvd@nist.gov",5.1,MEDIUM,"AV:N/AC:H/Au:N/C:P/I:P/A:P","cpe:2.3:a:webtoolmaster_software:winhki:*:*:*:*:*:*:*:*"
"Modified","CVE-2006-0009","NVD-CWE-Other",,,,,,,,,,,,,"nvd@nist.gov",5.1,MEDIUM,"AV:N/AC:H/Au:N/C:P/I:P/A:P","cpe:2.3:a:microsoft:office:2000:sp3:*:*:*:*:*:*" "cpe:2.3:a:microsoft:office:2003:sp1:*:*:*:*:*:*" "cpe:2.3:a:microsoft:office:2003:sp2:*:*:*:*:*:*" "cpe:2.3:a:microsoft:office:2004:*:mac:*:*:*:*:*" "cpe:2.3:a:microsoft:office:v.x:*:mac:*:*:*:*:*" "cpe:2.3:a:microsoft:office:xp:sp3:*:*:*:*:*:*" "cpe:2.3:a:microsoft:works:2000:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:works:2001:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:works:2002:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:works:2003:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:works:2004:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:works:2005:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:works:2006:*:*:*:*:*:*:*"
"Modified","CVE-2006-0024","NVD-CWE-Other",,,,,,,,,,,,,"nvd@nist.gov",5.1,MEDIUM,"AV:N/AC:H/Au:N/C:P/I:P/A:P","cpe:2.3:a:macromedia:flash_player:*:*:*:*:*:*:*:*" "cpe:2.3:a:macromedia:flash_player:4.0_r12:*:*:*:*:*:*:*" "cpe:2.3:a:macromedia:flash_player:5.0:*:*:*:*:*:*:*" "cpe:2.3:a:macromedia:flash_player:5.0_r50:*:*:*:*:*:*:*" "cpe:2.3:a:macromedia:flash_player:6.0:*:*:*:*:*:*:*" "cpe:2.3:a:macromedia:flash_player:6.0.29.0:*:*:*:*:*:*:*" "cpe:2.3:a:macromedia:flash_player:6.0.40.0:*:*:*:*:*:*:*" "cpe:2.3:a:macromedia:flash_player:6.0.47.0:*:*:*:*:*:*:*" "cpe:2.3:a:macromedia:flash_player:6.0.65.0:*:*:*:*:*:*:*" "cpe:2.3:a:macromedia:flash_player:6.0.79.0:*:*:*:*:*:*:*" "cpe:2.3:a:macromedia:flash_player:7.0.19.0:*:*:*:*:*:*:*" "cpe:2.3:a:macromedia:flash_player:7.0.60.0:*:*:*:*:*:*:*" "cpe:2.3:a:macromedia:flash_player:7.0.61.0:*:*:*:*:*:*:*" "cpe:2.3:a:macromedia:flash_player:7.0_r19:*:*:*:*:*:*:*"
"Modified","CVE-2006-0028","NVD-CWE-noinfo",,,,,,,,,,,,,"nvd@nist.gov",5.1,MEDIUM,"AV:N/AC:H/Au:N/C:P/I:P/A:P","cpe:2.3:a:microsoft:excel:2000:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:excel:2002:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:excel:2003:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:excel:2004:*:mac_os_x:*:*:*:*:*" "cpe:2.3:a:microsoft:excel:x:*:mac_os_x:*:*:*:*:*" "cpe:2.3:a:microsoft:office:2000:sp3:*:*:*:*:*:*" "cpe:2.3:a:microsoft:office:2003:sp1:*:*:*:*:*:*" "cpe:2.3:a:microsoft:office:2003:sp2:*:*:*:*:*:*" "cpe:2.3:a:microsoft:office:2004:*:mac:*:*:*:*:*" "cpe:2.3:a:microsoft:office:v.x:*:mac:*:*:*:*:*" "cpe:2.3:a:microsoft:office:xp:sp3:*:*:*:*:*:*"
"Modified","CVE-2006-0029","NVD-CWE-noinfo",,,,,,,,,,,,,"nvd@nist.gov",5.1,MEDIUM,"AV:N/AC:H/Au:N/C:P/I:P/A:P","cpe:2.3:a:microsoft:excel:2000:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:excel:2002:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:excel:2003:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:excel:2004:*:mac_os_x:*:*:*:*:*" "cpe:2.3:a:microsoft:excel:x:*:mac_os_x:*:*:*:*:*" "cpe:2.3:a:microsoft:office:2000:sp3:*:*:*:*:*:*" "cpe:2.3:a:microsoft:office:2003:sp1:*:*:*:*:*:*" "cpe:2.3:a:microsoft:office:2003:sp2:*:*:*:*:*:*" "cpe:2.3:a:microsoft:office:2004:*:mac:*:*:*:*:*" "cpe:2.3:a:microsoft:office:v.x:*:mac:*:*:*:*:*" "cpe:2.3:a:microsoft:office:xp:sp3:*:*:*:*:*:*"
"Modified","CVE-2006-0030","NVD-CWE-noinfo",,,,,,,,,,,,,"nvd@nist.gov",5.1,MEDIUM,"AV:N/AC:H/Au:N/C:P/I:P/A:P","cpe:2.3:a:microsoft:excel:2000:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:excel:2002:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:excel:2003:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:excel:2004:*:mac_os_x:*:*:*:*:*" "cpe:2.3:a:microsoft:excel:x:*:mac_os_x:*:*:*:*:*" "cpe:2.3:a:microsoft:office:2000:sp3:*:*:*:*:*:*" "cpe:2.3:a:microsoft:office:2003:sp1:*:*:*:*:*:*" "cpe:2.3:a:microsoft:office:2003:sp2:*:*:*:*:*:*" "cpe:2.3:a:microsoft:office:2004:*:mac:*:*:*:*:*" "cpe:2.3:a:microsoft:office:v.x:*:mac:*:*:*:*:*" "cpe:2.3:a:microsoft:office:xp:sp3:*:*:*:*:*:*"
