"Modified","CVE-2012-1515","CWE-264",,,,,,,,,,,,,"nvd@nist.gov",8.3,HIGH,"AV:A/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:o:vmware:esxi:3.5:*:*:*:*:*:*:*" "cpe:2.3:o:vmware:esxi:4.0:*:*:*:*:*:*:*" "cpe:2.3:o:vmware:esxi:4.1:*:*:*:*:*:*:*" "cpe:2.3:o:vmware:esx:3.5:*:*:*:*:*:*:*" "cpe:2.3:o:vmware:esx:4.0:*:*:*:*:*:*:*" "cpe:2.3:o:vmware:esx:4.1:*:*:*:*:*:*:*"
"Modified","CVE-2012-1672","CWE-89",,,,,,,,,,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:useasdf_4444:hotel_booking_portal:0.1:*:*:*:*:*:*:*"
"Modified","CVE-2012-1673","CWE-89",,,,,,,,,,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:ola_lasisi:e-ticketing:-:*:*:*:*:*:*:*"
"Modified","CVE-2012-1030","CWE-79",,,,,,,,,,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:dotnetnuke:dotnetnuke:6.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:dotnetnuke:dotnetnuke:6.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:dotnetnuke:dotnetnuke:6.0.2:*:*:*:*:*:*:*"
"Modified","CVE-2008-7309","CWE-255",,,,,,,,,,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:P/A:N","cpe:2.3:a:insoshi:insoshi:*:*:*:*:*:*:*:*"
"Modified","CVE-2008-7310","CWE-255",,,,,,,,,,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:P/A:N","cpe:2.3:a:spreecommerce:spree:0.2.0:*:*:*:*:*:*:*"
"Modified","CVE-2008-7311","CWE-255",,,,,,,,,,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:P/A:N","cpe:2.3:a:spreecommerce:spree:0.2.0:*:*:*:*:*:*:*"
"Modified","CVE-2011-4882","CWE-94",,,,,,,,,,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:a:atvise:webmi2ads:*:*:*:*:*:*:*:*" "cpe:2.3:a:atvise:webmi2ads:1.0:*:*:*:*:*:*:*" "cpe:2.3:a:atvise:webmi2ads:2.0:*:*:*:*:*:*:*"
"Modified","CVE-2011-4883","CWE-20",,,,,,,,,,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:a:atvise:webmi2ads:*:*:*:*:*:*:*:*" "cpe:2.3:a:atvise:webmi2ads:1.0:*:*:*:*:*:*:*" "cpe:2.3:a:atvise:webmi2ads:2.0:*:*:*:*:*:*:*"
"Modified","CVE-2012-0942","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:realnetworks:helix_server:14.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:helix_server:14.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:helix_server:14.2:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:helix_server:14.2.0.212:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:helix_mobile_server:14.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:realnetworks:helix_mobile_server:14.0.1:*:*:*:*:*:*:*"
"Modified","CVE-2012-0946","CWE-264",,,,,,,,,,,,,"nvd@nist.gov",4.6,MEDIUM,"AV:L/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:nvidia:unix_driver:*:*:*:*:*:*:*:*"
"Modified","CVE-2010-4666","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:freebsd:libarchive:3.0:*:*:*:*:*:*:*"
"Modified","CVE-2011-1777","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:freebsd:libarchive:*:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.0:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.1:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.2:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.2.3:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.3:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.4:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.5:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.6:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.6.1:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.6.2:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.7.0:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.7.1:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.8.0:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.8.1:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.8.2:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.8.3:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.8.4:*:*:*:*:*:*:*"
"Modified","CVE-2011-1778","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:freebsd:libarchive:*:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.0:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.1:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.2:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.2.3:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.3:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.4:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.5:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.6:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.6.1:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.6.2:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.7.0:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.7.1:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.8.0:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.8.1:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.8.2:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.8.3:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.8.4:*:*:*:*:*:*:*"
"Modified","CVE-2011-1779","CWE-399",,,,,,,,,,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:freebsd:libarchive:2.8.4:*:*:*:*:*:*:*" "cpe:2.3:a:freebsd:libarchive:2.8.5:*:*:*:*:*:*:*"
"Modified","CVE-2011-2478","CWE-94",,,,,,,,,,,,,"nvd@nist.gov",9.3,CRITICAL,"AV:N/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:a:google:sketchup:*:maintenance_2:*:*:*:*:*:*" "cpe:2.3:a:google:sketchup:6.0:maintenance_6:*:*:*:*:*:*" "cpe:2.3:a:google:sketchup:7.0:maintenance_1:*:*:*:*:*:*" "cpe:2.3:a:google:sketchup:7.1:*:*:*:*:*:*:*" "cpe:2.3:a:google:sketchup:7.1:maintenance_1:*:*:*:*:*:*"
"Modified","CVE-2011-3066","CWE-125",,,,,,,,,,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*"
"Modified","CVE-2011-3067","CWE-346",,,,,,,,,,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*" "cpe:2.3:a:apple:safari:*:*:*:*:*:*:*:*" "cpe:2.3:o:apple:iphone_os:*:*:*:*:*:*:*:*"
"Modified","CVE-2011-3068","CWE-416",,,,,,,,,,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*" "cpe:2.3:a:apple:itunes:*:*:*:*:*:*:*:*" "cpe:2.3:a:apple:safari:*:*:*:*:*:*:*:*" "cpe:2.3:o:apple:iphone_os:*:*:*:*:*:*:*:*"
"Modified","CVE-2011-3069","CWE-416",,,,,,,,,,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*" "cpe:2.3:a:apple:itunes:*:*:*:*:*:*:*:*" "cpe:2.3:a:apple:safari:*:*:*:*:*:*:*:*" "cpe:2.3:o:apple:iphone_os:*:*:*:*:*:*:*:*"
"Modified","CVE-2011-3070","CWE-416",,,,,,,,,,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*"
"Modified","CVE-2011-3071","CWE-416",,,,,,,,,,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*" "cpe:2.3:a:apple:itunes:*:*:*:*:*:*:*:*" "cpe:2.3:a:apple:safari:*:*:*:*:*:*:*:*" "cpe:2.3:o:apple:iphone_os:*:*:*:*:*:*:*:*"
"Modified","CVE-2011-3072","CWE-346",,,,,,,,,,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*"
