"Modified","CVE-2008-5230","CWE-310",,,,,,,,,,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:o:cisco:ios:*:*:*:*:*:*:*:*"
"Modified","CVE-2008-5231","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",9.3,CRITICAL,"AV:N/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:a:novell:iprint:*:*:*:*:*:*:*:*" "cpe:2.3:a:novell:iprint:4.26:*:*:*:*:*:*:*" "cpe:2.3:a:novell:iprint:4.27:*:*:*:*:*:*:*" "cpe:2.3:a:novell:iprint:4.28:*:*:*:*:*:*:*" "cpe:2.3:a:novell:iprint:4.30:*:*:*:*:*:*:*" "cpe:2.3:a:novell:iprint:4.32:*:*:*:*:*:*:*" "cpe:2.3:a:novell:iprint:4.34:*:*:*:*:*:*:*" "cpe:2.3:a:novell:iprint:4.36:*:*:*:*:*:*:*" "cpe:2.3:a:novell:iprint:4.38:*:*:*:*:*:*:*"
"Modified","CVE-2008-5232","CWE-787",,,,,,,,,,,,,"nvd@nist.gov",9.3,CRITICAL,"AV:N/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:o:microsoft:windows_2000:-:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_nt:4.0:*:*:*:*:*:*:*"
"Modified","CVE-2008-5233","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:N/A:P","cpe:2.3:a:xine:xine-lib:*:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:0.9.13:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc0a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc1:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc2:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc3:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc3a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc3b:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc3c:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc4:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc4a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc5:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc6a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc7:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc8:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.0:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.0.3a:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.0:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.2:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.3:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.4:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.5:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.6:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.7:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.8:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.9:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.9.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.10:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.10.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.11:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.11.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.12:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.13:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta2:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta3:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta4:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta5:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta6:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta7:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta8:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta9:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta10:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta11:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta12:*:*:*:*:*:*:*"
"Modified","CVE-2008-5234","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",9.3,CRITICAL,"AV:N/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:a:xine:xine-lib:*:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:0.9.13:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc0a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc1:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc2:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc3:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc3a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc3b:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc3c:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc4:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc4a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc5:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc6a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc7:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc8:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.0:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.0.3a:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.0:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.2:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.3:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.4:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.5:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.6:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.7:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.8:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.9:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.9.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.10:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.10.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.11:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.11.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.12:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.13:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta2:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta3:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta4:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta5:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta6:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta7:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta8:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta9:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta10:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta11:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta12:*:*:*:*:*:*:*"
"Modified","CVE-2008-5235","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",9.3,CRITICAL,"AV:N/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:a:xine:xine:*:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:0.9.13:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta1:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta10:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta11:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta12:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta2:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta3:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta4:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta5:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta6:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta7:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta8:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta9:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc0a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc1:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc2:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc3:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc3a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc3b:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc3c:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc4:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc4a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc5:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc6a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc7:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc8:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.0:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.0.3a:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.0:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.2:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.3:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.10.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.11:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.11.1:*:*:*:*:*:*:*"
"Modified","CVE-2008-5236","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",9.3,CRITICAL,"AV:N/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:a:xine:xine:*:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:0.9.13:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta1:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta10:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta11:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta12:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta2:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta3:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta4:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta5:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta6:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta7:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta8:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta9:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc0a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc1:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc2:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc3:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc3a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc3b:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc3c:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc4:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc4a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc5:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc6a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc7:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc8:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.0:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.0.3a:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.0:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.2:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.3:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.4:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.10.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.11:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.11.1:*:*:*:*:*:*:*"
"Modified","CVE-2008-5237","CWE-189",,,,,,,,,,,,,"nvd@nist.gov",10,CRITICAL,"AV:N/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:a:xine:xine:*:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:0.9.13:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta1:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta10:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta11:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta12:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta2:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta3:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta4:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta5:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta6:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta7:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta8:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta9:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc0a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc1:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc2:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc3:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc3a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc3b:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc3c:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc4:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc4a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc5:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc6a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc7:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc8:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.0:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.0.3a:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.0:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.2:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.3:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.4:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.10.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.11:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.11.1:*:*:*:*:*:*:*"
"Modified","CVE-2008-5238","CWE-189",,,,,,,,,,,,,"nvd@nist.gov",7.1,HIGH,"AV:N/AC:M/Au:N/C:N/I:N/A:C","cpe:2.3:a:xine:xine:*:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:0.9.13:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta1:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta10:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta11:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta12:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta2:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta3:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta4:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta5:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta6:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta7:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta8:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:beta9:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc0a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc1:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc2:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc3:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc3a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc3b:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc3c:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc4:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc4a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc5:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc6a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc7:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1:rc8:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.0:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.0.3a:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.0:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.2:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.3:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.4:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.10.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.11:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine:1.1.11.1:*:*:*:*:*:*:*"
"Modified","CVE-2008-5239","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:N/A:P","cpe:2.3:a:xine:xine-lib:0.9.13:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc0a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc1:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc2:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc3:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc3a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc3b:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc3c:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc4:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc4a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc5:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc6a:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc7:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1:rc8:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.0:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.0.3a:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.0:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.2:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.3:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.4:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.5:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.6:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.7:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.8:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.9:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.9.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.10:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.10.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.11:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.11.1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.12:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1.1.13:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta1:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta2:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta3:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta4:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta5:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta6:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta7:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta8:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta9:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta10:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta11:*:*:*:*:*:*:*" "cpe:2.3:a:xine:xine-lib:1_beta12:*:*:*:*:*:*:*"
