"Modified","CVE-2016-8615","CWE-99" "CWE-254",,,,,,,,,"secalert@redhat.com" "nvd@nist.gov",5.3 7.5,"MEDIUM" "HIGH","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N" "CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N","nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:P/A:N","cpe:2.3:a:haxx:curl:*:*:*:*:*:*:*:*"
"Modified","CVE-2016-8616","CWE-592" "CWE-255",,,,,,,,,"secalert@redhat.com" "nvd@nist.gov",3.7 5.9,"LOW" "MEDIUM","CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N" "CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N","nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:haxx:curl:*:*:*:*:*:*:*:*"
"Modified","CVE-2016-8619","CWE-416" "CWE-415",,,,,,,,,"secalert@redhat.com" "nvd@nist.gov",5.3 9.8,"MEDIUM" "CRITICAL","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N" "CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:haxx:curl:*:*:*:*:*:*:*:*"
"Modified","CVE-2016-8620","CWE-120" "CWE-125" "CWE-190",,,,,,,,,"secalert@redhat.com" "nvd@nist.gov",6.5 9.8,"MEDIUM" "CRITICAL","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N" "CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:haxx:curl:*:*:*:*:*:*:*:*"
"Modified","CVE-2016-8623","CWE-416" "CWE-416",,,,,,,,,"secalert@redhat.com" "nvd@nist.gov",3.3 7.5,"LOW" "HIGH","CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N" "CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N","nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:a:haxx:curl:*:*:*:*:*:*:*:*"
"Modified","CVE-2016-8625","CWE-20" "CWE-20",,,,,,,,,"secalert@redhat.com" "nvd@nist.gov",5.3 7.5,"MEDIUM" "HIGH","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N" "CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N","nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:P/A:N","cpe:2.3:a:haxx:curl:*:*:*:*:*:*:*:*"
"Modified","CVE-2016-9573","CWE-125" "CWE-125",,,,,,,,,"secalert@redhat.com" "nvd@nist.gov",6.5 8.1,"MEDIUM" "HIGH","CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:H" "CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:H","nvd@nist.gov",5.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:N/A:P","cpe:2.3:a:uclouvain:openjpeg:2.1.2:*:*:*:*:*:*:*" "cpe:2.3:o:redhat:enterprise_linux_desktop:7.0:*:*:*:*:*:*:*" "cpe:2.3:o:redhat:enterprise_linux_server:7.0:*:*:*:*:*:*:*" "cpe:2.3:o:redhat:enterprise_linux_server_aus:7.3:*:*:*:*:*:*:*" "cpe:2.3:o:redhat:enterprise_linux_server_aus:7.4:*:*:*:*:*:*:*" "cpe:2.3:o:redhat:enterprise_linux_server_eus:7.3:*:*:*:*:*:*:*" "cpe:2.3:o:redhat:enterprise_linux_server_eus:7.4:*:*:*:*:*:*:*" "cpe:2.3:o:redhat:enterprise_linux_server_eus:7.5:*:*:*:*:*:*:*" "cpe:2.3:o:redhat:enterprise_linux_workstation:7.0:*:*:*:*:*:*:*" "cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*"
"Modified","CVE-2018-11050","CWE-319" "CWE-522",,,,,,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",3.3,LOW,"AV:A/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:a:dell:emc_networker:*:*:*:*:*:*:*:*" "cpe:2.3:a:dell:emc_networker:*:*:*:*:*:*:*:*" "cpe:2.3:a:dell:emc_networker:18.1.0.1:*:*:*:*:*:*:*"
"Modified","CVE-2018-14775","CWE-20",,,,,,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H","nvd@nist.gov",4.9,MEDIUM,"AV:L/AC:L/Au:N/C:N/I:N/A:C","cpe:2.3:o:openbsd:openbsd:6.2:*:*:*:*:*:*:*" "cpe:2.3:o:openbsd:openbsd:6.3:*:*:*:*:*:*:*"
"Modified","CVE-2018-14776","CWE-79",,,,,,,,,"nvd@nist.gov",5.4,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N","nvd@nist.gov",3.5,LOW,"AV:N/AC:M/Au:S/C:N/I:P/A:N","cpe:2.3:a:clickstudios:passwordstate:*:*:*:*:*:*:*:*"
